index,PI-positivi,PI-deceduti,PO-positivi,PO-deceduti,LI-positivi,LI-deceduti,FI-positivi,FI-deceduti,AR-positivi,AR-deceduti,PT-positivi,PT-deceduti,GR-positivi,GR-deceduti,MS-positivi,MS-deceduti,SI-positivi,SI-deceduti,LU-positivi,LU-deceduti
2020-08-31,1188,91.0,695,52.0,607,65.0,3863,418.0,945,50.0,880,81.0,521,25.0,1362,176.0,542,33.0,1602,148.0
2020-09-01,1209,92.0,706,52.0,617,65.0,3882,418.0,967,50.0,896,81.0,529,25.0,1382,176.0,542,33.0,1621,148.0
2020-09-02,1227,92.0,720,52.0,627,65.0,3903,418.0,986,50.0,914,81.0,530,25.0,1397,176.0,548,33.0,1636,148.0
2020-09-03,1233,93.0,731,52.0,638,65.0,3927,418.0,996,50.0,918,81.0,533,25.0,1409,176.0,550,33.0,1642,148.0
2020-09-04,1236,93.0,731,53.0,641,65.0,3929,418.0,1022,50.0,925,81.0,538,25.0,1420,176.0,550,33.0,1642,148.0
2020-09-05,1243,93.0,734,53.0,644,65.0,3946,418.0,1025,50.0,926,81.0,540,25.0,1421,177.0,551,33.0,1644,148.0
2020-09-06,1264,93.0,753,53.0,649,65.0,3956,418.0,1034,50.0,933,81.0,546,25.0,1428,177.0,556,33.0,1645,148.0
2020-09-07,1282,93.0,763,53.0,664,65.0,3971,418.0,1047,51.0,938,81.0,548,25.0,1442,177.0,560,33.0,1668,148.0
2020-09-08,1289,93.0,783,53.0,672,65.0,3989,418.0,1057,51.0,944,81.0,552,25.0,1450,177.0,565,33.0,1678,148.0
2020-09-09,1327,93.0,790,53.0,680,65.0,4017,418.0,1064,51.0,957,81.0,558,25.0,1463,177.0,569,33.0,1697,148.0
2020-09-10,1362,93.0,803,53.0,683,65.0,4043,418.0,1074,51.0,968,81.0,566,25.0,1475,177.0,572,33.0,1721,148.0
2020-09-11,1387,93.0,805,53.0,685,65.0,4046,418.0,1080,51.0,973,81.0,577,25.0,1484,177.0,581,33.0,1732,148.0
2020-09-12,1394,93.0,811,53.0,686,65.0,4078,418.0,1085,51.0,975,81.0,577,25.0,1491,177.0,582,33.0,1745,148.0
2020-09-13,1418,93.0,827,54.0,688,65.0,4097,418.0,1095,51.0,977,81.0,581,25.0,1492,177.0,587,33.0,1752,148.0
2020-09-14,1450,93.0,833,54.0,692,65.0,4138,418.0,1106,51.0,996,81.0,587,25.0,1500,177.0,595,33.0,1773,148.0
2020-09-15,1478,94.0,846,54.0,704,65.0,4168,419.0,1126,51.0,1004,81.0,590,25.0,1507,177.0,602,33.0,1784,149.0
2020-09-16,1492,94.0,855,54.0,709,65.0,4210,419.0,1136,51.0,1009,81.0,595,25.0,1519,178.0,606,33.0,1788,149.0
2020-09-17,1512,94.0,857,54.0,723,65.0,4233,419.0,1147,51.0,1015,81.0,596,25.0,1526,178.0,617,33.0,1794,149.0
2020-09-18,1526,95.0,872,54.0,731,65.0,4237,419.0,1157,52.0,1021,82.0,596,25.0,1531,178.0,622,33.0,1811,149.0
2020-09-19,1534,97.0,875,54.0,731,65.0,4261,420.0,1157,52.0,1025,83.0,603,25.0,1532,178.0,630,33.0,1812,149.0
2020-09-20,1566,97.0,884,54.0,739,65.0,4297,420.0,1170,52.0,1030,83.0,605,25.0,1535,178.0,633,33.0,1821,149.0
2020-09-21,1595,97.0,895,54.0,753,65.0,4341,420.0,1181,53.0,1037,83.0,611,25.0,1537,178.0,642,33.0,1832,149.0
2020-09-22,1656,97.0,914,54.0,771,65.0,4389,420.0,1186,53.0,1047,83.0,614,25.0,1539,178.0,648,33.0,1874,149.0
2020-09-23,1691,97.0,949,54.0,789,65.0,4424,420.0,1196,53.0,1076,83.0,615,25.0,1542,179.0,669,33.0,1893,149.0
2020-09-24,1724,97.0,993,54.0,794,65.0,4461,420.0,1219,53.0,1089,83.0,619,25.0,1545,179.0,675,33.0,1911,149.0
2020-09-25,1776,97.0,999,54.0,795,65.0,4504,421.0,1234,53.0,1101,84.0,620,25.0,1554,179.0,694,33.0,1937,149.0
2020-09-26,1822,97.0,1007,54.0,806,65.0,4541,421.0,1278,53.0,1109,84.0,629,25.0,1561,179.0,713,33.0,1957,149.0
2020-09-27,1862,97.0,1036,54.0,830,65.0,4613,422.0,1335,53.0,1123,84.0,639,25.0,1565,180.0,732,33.0,1988,149.0
2020-09-28,1933,97.0,1061,54.0,846,65.0,4734,422.0,1361,53.0,1139,84.0,649,25.0,1578,180.0,746,33.0,2015,149.0
2020-09-29,2033,97.0,1094,54.0,870,65.0,4848,423.0,1423,53.0,1170,84.0,657,25.0,1612,181.0,760,33.0,2078,149.0
2020-09-30,2136,97.0,1177,54.0,892,65.0,4998,423.0,1462,53.0,1203,84.0,668,25.0,1625,181.0,791,33.0,2141,149.0
2020-10-01,2218,97.0,1224,54.0,915,65.0,5136,423.0,1540,53.0,1250,84.0,677,26.0,1641,181.0,815,33.0,2194,149.0
2020-10-02,2274,97.0,1294,54.0,934,65.0,5245,428.0,1618,53.0,1262,84.0,691,26.0,1666,182.0,857,33.0,2235,149.0
2020-10-03,2347,97.0,1330,54.0,962,65.0,5345,428.0,1720,54.0,1286,84.0,707,26.0,1694,182.0,897,33.0,2268,149.0
2020-10-04,2432,99.0,1374,54.0,999,65.0,5541,428.0,1797,54.0,1322,84.0,724,26.0,1713,182.0,924,33.0,2305,149.0
2020-10-05,2497,100.0,1430,54.0,1044,65.0,5684,429.0,1872,54.0,1372,84.0,736,26.0,1741,182.0,974,33.0,2362,149.0
2020-10-06,2577,100.0,1469,54.0,1072,65.0,5947,430.0,1952,54.0,1436,84.0,745,26.0,1787,183.0,1018,33.0,2464,149.0
2020-10-07,2756,100.0,1493,54.0,1123,65.0,6206,431.0,2043,55.0,1494,84.0,766,26.0,1829,183.0,1105,33.0,2531,149.0
2020-10-08,2889,100.0,1543,54.0,1176,65.0,6520,436.0,2127,55.0,1599,84.0,794,26.0,1856,183.0,1139,33.0,2609,149.0
2020-10-09,3082,100.0,1580,54.0,1239,65.0,6867,440.0,2215,57.0,1677,86.0,813,26.0,1923,184.0,1193,33.0,2649,149.0
2020-10-10,3190,100.0,1643,54.0,1281,66.0,7110,441.0,2303,57.0,1778,86.0,846,26.0,1971,184.0,1249,33.0,2679,149.0
2020-10-11,3294,100.0,1684,56.0,1386,66.0,7413,449.0,2443,57.0,1801,86.0,869,26.0,2001,186.0,1279,33.0,2746,149.0
2020-10-12,3506,102.0,1735,58.0,1562,66.0,7690,449.0,2563,58.0,1852,87.0,901,26.0,2061,186.0,1350,35.0,2841,149.0
2020-10-13,3675,103.0,1833,58.0,1671,68.0,8122,452.0,2612,58.0,1931,87.0,935,26.0,2125,188.0,1425,35.0,3022,149.0
2020-10-14,3864,106.0,1934,58.0,1790,71.0,8644,456.0,2722,58.0,2061,87.0,968,26.0,2190,189.0,1492,35.0,3212,149.0
2020-10-15,4146,108.0,2145,59.0,1953,72.0,9182,462.0,2830,59.0,2222,88.0,1007,26.0,2277,189.0,1576,35.0,3402,151.0
2020-10-16,4381,108.0,2412,60.0,2163,73.0,9861,467.0,3052,60.0,2453,89.0,1038,26.0,2348,190.0,1620,35.0,3583,153.0
2020-10-17,4564,113.0,2617,62.0,2367,76.0,10478,468.0,3275,61.0,2600,91.0,1078,26.0,2395,191.0,1667,35.0,3693,153.0
2020-10-18,4739,115.0,2844,63.0,2481,77.0,11104,469.0,3370,62.0,2781,92.0,1116,26.0,2462,191.0,1710,35.0,3835,153.0
2020-10-19,4937,118.0,3035,63.0,2575,78.0,11774,470.0,3593,64.0,2969,93.0,1167,26.0,2580,192.0,1771,37.0,4007,155.0
2020-10-20,5263,120.0,3215,65.0,2812,80.0,12608,472.0,3895,64.0,3233,93.0,1242,26.0,2748,194.0,1886,37.0,4271,155.0
2020-10-21,5639,122.0,3497,67.0,3017,83.0,13336,483.0,4161,66.0,3430,95.0,1318,26.0,2874,195.0,1968,37.0,4473,157.0
2020-10-22,5926,122.0,3717,70.0,3234,85.0,14086,488.0,4387,72.0,3720,95.0,1416,26.0,2925,197.0,2031,37.0,4650,157.0
2020-10-23,6134,124.0,3984,73.0,3415,85.0,14620,501.0,4706,72.0,3892,98.0,1494,26.0,3005,197.0,2088,37.0,4763,160.0
2020-10-24,6398,124.0,4195,73.0,3650,86.0,15197,508.0,4965,75.0,4005,99.0,1515,27.0,3087,199.0,2176,37.0,4871,161.0
2020-10-25,6734,128.0,4343,74.0,3773,90.0,15618,526.0,5247,77.0,4169,104.0,1583,27.0,3137,201.0,2245,37.0,5038,167.0
2020-10-26,7237,132.0,4645,75.0,3986,92.0,16406,536.0,5469,79.0,4383,107.0,1655,27.0,3164,204.0,2307,37.0,5281,167.0
2020-10-27,7686,137.0,4856,78.0,4197,92.0,17138,553.0,5668,80.0,4619,109.0,1736,27.0,3304,206.0,2416,37.0,5505,168.0
2020-10-28,8067,140.0,5131,80.0,4367,92.0,18049,566.0,5893,82.0,4881,115.0,1846,27.0,3368,207.0,2571,37.0,5739,171.0
2020-10-29,8414,144.0,5467,85.0,4521,95.0,18603,579.0,6145,82.0,5148,116.0,1915,27.0,3467,209.0,2710,37.0,6001,171.0
2020-10-30,8682,145.0,5655,85.0,4690,100.0,19304,589.0,6390,86.0,5339,118.0,2043,28.0,3581,214.0,2794,37.0,6157,175.0
2020-10-31,9113,150.0,5860,90.0,4891,106.0,19862,607.0,6622,90.0,5528,123.0,2111,29.0,3670,217.0,2873,37.0,6328,182.0
2020-11-01,9753,156.0,6030,91.0,5050,108.0,20488,623.0,6832,95.0,5735,127.0,2213,32.0,3721,219.0,2958,45.0,6585,188.0
2020-11-02,10084,161.0,6224,93.0,5177,114.0,20986,637.0,6977,96.0,5919,129.0,2293,32.0,3837,220.0,3061,50.0,6739,189.0
